时序变量转换_Y,时序变量转换_X1,时序变量转换_X2,时序变量转换_X3,时序变量转换_X4,时序变量转换_X5,Date,Value
7362.22,6978.63,7823.11,7992.69,8206.9,7885.96,5/13/19,6978.63
7265.05,7823.11,7992.69,8206.9,7885.96,7362.22,5/14/19,7823.11
8193.7,7992.69,8206.9,7885.96,7362.22,7265.05,5/15/19,7992.69
8007.03,8206.9,7885.96,7362.22,7265.05,8193.7,5/16/19,8206.9
7952.5,7885.96,7362.22,7265.05,8193.7,8007.03,5/17/19,7885.96
7625.93,7362.22,7265.05,8193.7,8007.03,7952.5,5/18/19,7362.22
7880.29,7265.05,8193.7,8007.03,7952.5,7625.93,5/19/19,7265.05
8003.26,8193.7,8007.03,7952.5,7625.93,7880.29,5/20/19,8193.7
8071.45,8007.03,7952.5,7625.93,7880.29,8003.26,5/21/19,8007.03
8744.42,7952.5,7625.93,7880.29,8003.26,8071.45,5/22/19,7952.5
8770.06,7625.93,7880.29,8003.26,8071.45,8744.42,5/23/19,7625.93
8719.88,7880.29,8003.26,8071.45,8744.42,8770.06,5/24/19,7880.29
8662.98,8003.26,8071.45,8744.42,8770.06,8719.88,5/25/19,8003.26
8272.46,8071.45,8744.42,8770.06,8719.88,8662.98,5/26/19,8071.45
8553.81,8744.42,8770.06,8719.88,8662.98,8272.46,5/27/19,8744.42
8554.8,8770.06,8719.88,8662.98,8272.46,8553.81,5/28/19,8770.06
8739.03,8719.88,8662.98,8272.46,8553.81,8554.8,5/29/19,8719.88
8134.92,8662.98,8272.46,8553.81,8554.8,8739.03,5/30/19,8662.98
7675.8,8272.46,8553.81,8554.8,8739.03,8134.92,5/31/19,8272.46
7786.04,8553.81,8554.8,8739.03,8134.92,7675.8,6/1/19,8553.81
7803.23,8554.8,8739.03,8134.92,7675.8,7786.04,6/2/19,8554.8
7998.29,8739.03,8134.92,7675.8,7786.04,7803.23,6/3/19,8739.03
7931.34,8134.92,7675.8,7786.04,7803.23,7998.29,6/4/19,8134.92
7640.61,7675.8,7786.04,7803.23,7998.29,7931.34,6/5/19,7675.8
8020.38,7786.04,7803.23,7998.29,7931.34,7640.61,6/6/19,7786.04
7917.58,7803.23,7998.29,7931.34,7640.61,8020.38,6/7/19,7803.23
8173.06,7998.29,7931.34,7640.61,8020.38,7917.58,6/8/19,7998.29
8237.88,7931.34,7640.61,8020.38,7917.58,8173.06,6/9/19,7931.34
8693.6,7640.61,8020.38,7917.58,8173.06,8237.88,6/10/19,7640.61
8859.47,8020.38,7917.58,8173.06,8237.88,8693.6,6/11/19,8020.38
8978.99,7917.58,8173.06,8237.88,8693.6,8859.47,6/12/19,7917.58
9327.48,8173.06,8237.88,8693.6,8859.47,8978.99,6/13/19,8173.06
9076.18,8237.88,8693.6,8859.47,8978.99,9327.48,6/14/19,8237.88
9281.7,8693.6,8859.47,8978.99,9327.48,9076.18,6/15/19,8693.6
9531.35,8859.47,8978.99,9327.48,9076.18,9281.7,6/16/19,8859.47
10209.38,8978.99,9327.48,9076.18,9281.7,9531.35,6/17/19,8978.99
10668.63,9327.48,9076.18,9281.7,9531.35,10209.38,6/18/19,9327.48
10814.48,9076.18,9281.7,9531.35,10209.38,10668.63,6/19/19,9076.18
11017.5,9281.7,9531.35,10209.38,10668.63,10814.48,6/20/19,9281.7
11766.4,9531.35,10209.38,10668.63,10814.48,11017.5,6/21/19,9531.35
12932.55,10209.38,10668.63,10814.48,11017.5,11766.4,6/22/19,10209.38
11132.85,10668.63,10814.48,11017.5,11766.4,12932.55,6/23/19,10668.63
12374.35,10814.48,11017.5,11766.4,12932.55,11132.85,6/24/19,10814.48
11890.38,11017.5,11766.4,12932.55,11132.85,12374.35,6/25/19,11017.5
10737.73,11766.4,12932.55,11132.85,12374.35,11890.38,6/26/19,11766.4
10578.72,12932.55,11132.85,12374.35,11890.38,10737.73,6/27/19,12932.55
10805.4,11132.85,12374.35,11890.38,10737.73,10578.72,6/28/19,11132.85
11984.76,12374.35,11890.38,10737.73,10578.72,10805.4,6/29/19,12374.35
11160.49,11890.38,10737.73,10578.72,10805.4,11984.76,6/30/19,11890.38
10955.16,10737.73,10578.72,10805.4,11984.76,11160.49,7/1/19,10737.73
11232.04,10578.72,10805.4,11984.76,11160.49,10955.16,7/2/19,10578.72
11477.01,10805.4,11984.76,11160.49,10955.16,11232.04,7/3/19,10805.4
12313.08,11984.76,11160.49,10955.16,11232.04,11477.01,7/4/19,11984.76
12586.78,11160.49,10955.16,11232.04,11477.01,12313.08,7/5/19,11160.49
12099.9,10955.16,11232.04,11477.01,12313.08,12586.78,7/6/19,10955.16
11352.87,11232.04,11477.01,12313.08,12586.78,12099.9,7/7/19,11232.04
11803.97,11477.01,12313.08,12586.78,12099.9,11352.87,7/8/19,11477.01
11389.1,12313.08,12586.78,12099.9,11352.87,11803.97,7/9/19,12313.08
10186.96,12586.78,12099.9,11352.87,11803.97,11389.1,7/10/19,12586.78
10873.5,12099.9,11352.87,11803.97,11389.1,10186.96,7/11/19,12099.9
9397.72,11352.87,11803.97,11389.1,10186.96,10873.5,7/12/19,11352.87
9674.28,11803.97,11389.1,10186.96,10873.5,9397.72,7/13/19,11803.97
10638.56,11389.1,10186.96,10873.5,9397.72,9674.28,7/14/19,11389.1
10535.75,10186.96,10873.5,9397.72,9674.28,10638.56,7/15/19,10186.96
10764.9,10873.5,9397.72,9674.28,10638.56,10535.75,7/16/19,10873.5
10587.41,9397.72,9674.28,10638.56,10535.75,10764.9,7/17/19,9397.72
10323.62,9674.28,10638.56,10535.75,10764.9,10587.41,7/18/19,9674.28
9844.3,10638.56,10535.75,10764.9,10587.41,10323.62,7/19/19,10638.56
9772.17,10535.75,10764.9,10587.41,10323.62,9844.3,7/20/19,10535.75
9875.17,10764.9,10587.41,10323.62,9844.3,9772.17,7/21/19,10764.9
9848.65,10587.41,10323.62,9844.3,9772.17,9875.17,7/22/19,10587.41
9473.99,10323.62,9844.3,9772.17,9875.17,9848.65,7/23/19,10323.62
9530.0,9844.3,9772.17,9875.17,9848.65,9473.99,7/24/19,9844.3
9501.33,9772.17,9875.17,9848.65,9473.99,9530.0,7/25/19,9772.17
9589.13,9875.17,9848.65,9473.99,9530.0,9501.33,7/26/19,9875.17
10084.7,9848.65,9473.99,9530.0,9501.33,9589.13,7/27/19,9848.65
10407.17,9473.99,9530.0,9501.33,9589.13,10084.7,7/28/19,9473.99
10529.55,9530.0,9501.33,9589.13,10084.7,10407.17,7/29/19,9530.0
10814.57,9501.33,9589.13,10084.7,10407.17,10529.55,7/30/19,9501.33
10980.23,9589.13,10084.7,10407.17,10529.55,10814.57,7/31/19,9589.13
11787.99,10084.7,10407.17,10529.55,10814.57,10980.23,8/1/19,10084.7
11465.67,10407.17,10529.55,10814.57,10980.23,11787.99,8/2/19,10407.17
11960.82,10529.55,10814.57,10980.23,11787.99,11465.67,8/3/19,10529.55
11996.41,10814.57,10980.23,11787.99,11465.67,11960.82,8/4/19,10814.57
11856.64,10980.23,11787.99,11465.67,11960.82,11996.41,8/5/19,10980.23
11282.22,11787.99,11465.67,11960.82,11996.41,11856.64,8/6/19,11787.99
11566.84,11465.67,11960.82,11996.41,11856.64,11282.22,8/7/19,11465.67
11386.26,11960.82,11996.41,11856.64,11282.22,11566.84,8/8/19,11960.82
10858.12,11996.41,11856.64,11282.22,11566.84,11386.26,8/9/19,11996.41
10016.96,11856.64,11282.22,11566.84,11386.26,10858.12,8/10/19,11856.64
10302.17,11282.22,11566.84,11386.26,10858.12,10016.96,8/11/19,11282.22
10359.44,11566.84,11386.26,10858.12,10016.96,10302.17,8/12/19,11566.84
10214.52,11386.26,10858.12,10016.96,10302.17,10359.44,8/13/19,11386.26
10317.6,10858.12,10016.96,10302.17,10359.44,10214.52,8/14/19,10858.12
10917.26,10016.96,10302.17,10359.44,10214.52,10317.6,8/15/19,10016.96
10760.56,10302.17,10359.44,10214.52,10317.6,10917.26,8/16/19,10302.17
10129.4,10359.44,10214.52,10317.6,10917.26,10760.56,8/17/19,10359.44
10111.98,10214.52,10317.6,10917.26,10760.56,10129.4,8/18/19,10214.52
10405.81,10317.6,10917.26,10760.56,10129.4,10111.98,8/19/19,10317.6
10143.8,10917.26,10760.56,10129.4,10111.98,10405.81,8/20/19,10917.26
10135.06,10760.56,10129.4,10111.98,10405.81,10143.8,8/21/19,10760.56
10360.28,10129.4,10111.98,10405.81,10143.8,10135.06,8/22/19,10129.4
10171.95,10111.98,10405.81,10143.8,10135.06,10360.28,8/23/19,10111.98
9717.82,10405.81,10143.8,10135.06,10360.28,10171.95,8/24/19,10405.81
9484.55,10143.8,10135.06,10360.28,10171.95,9717.82,8/25/19,10143.8
9577.99,10135.06,10360.28,10171.95,9717.82,9484.55,8/26/19,10135.06
9600.9,10360.28,10171.95,9717.82,9484.55,9577.99,8/27/19,10360.28
9769.79,10171.95,9717.82,9484.55,9577.99,9600.9,8/28/19,10171.95
10386.64,9717.82,9484.55,9577.99,9600.9,9769.79,8/29/19,9717.82
10621.29,9484.55,9577.99,9600.9,9769.79,10386.64,8/30/19,9484.55
10584.16,9577.99,9600.9,9769.79,10386.64,10621.29,8/31/19,9577.99
10577.8,9600.9,9769.79,10386.64,10621.29,10584.16,9/1/19,9600.9
10317.47,9769.79,10386.64,10621.29,10584.16,10577.8,9/2/19,9769.79
10487.21,10386.64,10621.29,10584.16,10577.8,10317.47,9/3/19,10386.64
10406.31,10621.29,10584.16,10577.8,10317.47,10487.21,9/4/19,10621.29
10313.66,10584.16,10577.8,10317.47,10487.21,10406.31,9/5/19,10584.16
10101.03,10577.8,10317.47,10487.21,10406.31,10313.66,9/6/19,10577.8
10159.32,10317.47,10487.21,10406.31,10313.66,10101.03,9/7/19,10317.47
10420.16,10487.21,10406.31,10313.66,10101.03,10159.32,9/8/19,10487.21
10363.9,10406.31,10313.66,10101.03,10159.32,10420.16,9/9/19,10406.31
10361.33,10313.66,10101.03,10159.32,10420.16,10363.9,9/10/19,10313.66
10310.43,10101.03,10159.32,10420.16,10363.9,10361.33,9/11/19,10101.03
10265.63,10159.32,10420.16,10363.9,10361.33,10310.43,9/12/19,10159.32
10190.36,10420.16,10363.9,10361.33,10310.43,10265.63,9/13/19,10420.16
10157.59,10363.9,10361.33,10310.43,10265.63,10190.36,9/14/19,10363.9
10275.88,10361.33,10310.43,10265.63,10190.36,10157.59,9/15/19,10361.33
10173.11,10310.43,10265.63,10190.36,10157.59,10275.88,9/16/19,10310.43
9979.49,10265.63,10190.36,10157.59,10275.88,10173.11,9/17/19,10265.63
10033.05,10190.36,10157.59,10275.88,10173.11,9979.49,9/18/19,10190.36
9683.38,10157.59,10275.88,10173.11,9979.49,10033.05,9/19/19,10157.59
8553.61,10275.88,10173.11,9979.49,10033.05,9683.38,9/20/19,10275.88
8432.23,10173.11,9979.49,10033.05,9683.38,8553.61,9/21/19,10173.11
8055.64,9979.49,10033.05,9683.38,8553.61,8432.23,9/22/19,9979.49
8193.9,10033.05,9683.38,8553.61,8432.23,8055.64,9/23/19,10033.05
8225.0,9683.38,8553.61,8432.23,8055.64,8193.9,9/24/19,9683.38
8056.74,8553.61,8432.23,8055.64,8193.9,8225.0,9/25/19,8553.61
8307.74,8432.23,8055.64,8193.9,8225.0,8056.74,9/26/19,8432.23
8322.92,8055.64,8193.9,8225.0,8056.74,8307.74,9/27/19,8055.64
8382.03,8193.9,8225.0,8056.74,8307.74,8322.92,9/28/19,8193.9
8236.17,8225.0,8056.74,8307.74,8322.92,8382.03,9/29/19,8225.0
8155.48,8056.74,8307.74,8322.92,8382.03,8236.17,9/30/19,8056.74
8147.69,8307.74,8322.92,8382.03,8236.17,8155.48,10/1/19,8307.74
7869.74,8322.92,8382.03,8236.17,8155.48,8147.69,10/2/19,8322.92
8212.02,8382.03,8236.17,8155.48,8147.69,7869.74,10/3/19,8382.03
8190.0,8236.17,8155.48,8147.69,7869.74,8212.02,10/4/19,8236.17
8587.92,8155.48,8147.69,7869.74,8212.02,8190.0,10/5/19,8155.48
8586.9,8147.69,7869.74,8212.02,8190.0,8587.92,10/6/19,8147.69
8269.73,7869.74,8212.02,8190.0,8587.92,8586.9,10/7/19,7869.74
8308.01,8212.02,8190.0,8587.92,8586.9,8269.73,10/8/19,8212.02
8283.76,8190.0,8587.92,8586.9,8269.73,8308.01,10/9/19,8190.0
8353.54,8587.92,8586.9,8269.73,8308.01,8283.76,10/10/19,8587.92
8162.16,8586.9,8269.73,8308.01,8283.76,8353.54,10/11/19,8586.9
8002.51,8269.73,8308.01,8283.76,8353.54,8162.16,10/12/19,8269.73
8076.78,8308.01,8283.76,8353.54,8162.16,8002.51,10/13/19,8308.01
7954.15,8283.76,8353.54,8162.16,8002.51,8076.78,10/14/19,8283.76
7960.04,8353.54,8162.16,8002.51,8076.78,7954.15,10/15/19,8353.54
8231.06,8162.16,8002.51,8076.78,7954.15,7960.04,10/16/19,8162.16
8222.52,8002.51,8076.78,7954.15,7960.04,8231.06,10/17/19,8002.51
8026.76,8076.78,7954.15,7960.04,8231.06,8222.52,10/18/19,8076.78
7469.56,7954.15,7960.04,8231.06,8222.52,8026.76,10/19/19,7954.15
7431.88,7960.04,8231.06,8222.52,8026.76,7469.56,10/20/19,7960.04
8666.79,8231.06,8222.52,8026.76,7469.56,7431.88,10/21/19,8231.06
9259.8,8222.52,8026.76,7469.56,7431.88,8666.79,10/22/19,8222.52
9551.54,8026.76,7469.56,7431.88,8666.79,9259.8,10/23/19,8026.76
9218.76,7469.56,7431.88,8666.79,9259.8,9551.54,10/24/19,7469.56
9433.35,7431.88,8666.79,9259.8,9551.54,9218.76,10/25/19,7431.88
9164.62,8666.79,9259.8,9551.54,9218.76,9433.35,10/26/19,8666.79
9147.98,9259.8,9551.54,9218.76,9433.35,9164.62,10/27/19,9259.8
9252.99,9551.54,9218.76,9433.35,9164.62,9147.98,10/28/19,9551.54
9301.18,9218.76,9433.35,9164.62,9147.98,9252.99,10/29/19,9218.76
9206.16,9433.35,9164.62,9147.98,9252.99,9301.18,10/30/19,9433.35
9418.05,9164.62,9147.98,9252.99,9301.18,9206.16,10/31/19,9164.62
9310.19,9147.98,9252.99,9301.18,9206.16,9418.05,11/1/19,9147.98
9343.34,9252.99,9301.18,9206.16,9418.05,9310.19,11/2/19,9252.99
9204.24,9301.18,9206.16,9418.05,9310.19,9343.34,11/3/19,9301.18
8766.04,9206.16,9418.05,9310.19,9343.34,9204.24,11/4/19,9206.16
8809.41,9418.05,9310.19,9343.34,9204.24,8766.04,11/5/19,9418.05
9037.12,9310.19,9343.34,9204.24,8766.04,8809.41,11/6/19,9310.19
8717.81,9343.34,9204.24,8766.04,8809.41,9037.12,11/7/19,9343.34
8801.52,9204.24,8766.04,8809.41,9037.12,8717.81,11/8/19,9204.24
8762.42,8766.04,8809.41,9037.12,8717.81,8801.52,11/9/19,8766.04
8632.32,8809.41,9037.12,8717.81,8801.52,8762.42,11/10/19,8809.41
8457.69,9037.12,8717.81,8801.52,8762.42,8632.32,11/11/19,9037.12
8482.7,8717.81,8801.52,8762.42,8632.32,8457.69,11/12/19,8717.81
8503.93,8801.52,8762.42,8632.32,8457.69,8482.7,11/13/19,8801.52
8175.99,8762.42,8632.32,8457.69,8482.7,8503.93,11/14/19,8762.42
8120.8,8632.32,8457.69,8482.7,8503.93,8175.99,11/15/19,8632.32
8081.81,8457.69,8482.7,8503.93,8175.99,8120.8,11/16/19,8457.69
7617.07,8482.7,8503.93,8175.99,8120.8,8081.81,11/17/19,8482.7
7286.35,8503.93,8175.99,8120.8,8081.81,7617.07,11/18/19,8503.93
7324.03,8175.99,8120.8,8081.81,7617.07,7286.35,11/19/19,8175.99
6907.4,8120.8,8081.81,7617.07,7286.35,7324.03,11/20/19,8120.8
7130.25,8081.81,7617.07,7286.35,7324.03,6907.4,11/21/19,8081.81
7163.63,7617.07,7286.35,7324.03,6907.4,7130.25,11/22/19,7617.07
7523.83,7286.35,7324.03,6907.4,7130.25,7163.63,11/23/19,7286.35
7431.0,7324.03,6907.4,7130.25,7163.63,7523.83,11/24/19,7324.03
7757.47,6907.4,7130.25,7163.63,7523.83,7431.0,11/25/19,6907.4
7557.72,7130.25,7163.63,7523.83,7431.0,7757.47,11/26/19,7130.25
7402.69,7163.63,7523.83,7431.0,7757.47,7557.72,11/27/19,7163.63
7309.59,7523.83,7431.0,7757.47,7557.72,7402.69,11/28/19,7523.83
7296.77,7431.0,7757.47,7557.72,7402.69,7309.59,11/29/19,7431.0
7192.85,7757.47,7557.72,7402.69,7309.59,7296.77,11/30/19,7757.47
7395.97,7557.72,7402.69,7309.59,7296.77,7192.85,12/1/19,7557.72
7547.19,7402.69,7309.59,7296.77,7192.85,7395.97,12/2/19,7402.69
7504.83,7309.59,7296.77,7192.85,7395.97,7547.19,12/3/19,7309.59
7522.39,7296.77,7192.85,7395.97,7547.19,7504.83,12/4/19,7296.77
7337.42,7192.85,7395.97,7547.19,7504.83,7522.39,12/5/19,7192.85
7220.76,7395.97,7547.19,7504.83,7522.39,7337.42,12/6/19,7395.97
7202.31,7547.19,7504.83,7522.39,7337.42,7220.76,12/7/19,7547.19
7189.16,7504.83,7522.39,7337.42,7220.76,7202.31,12/8/19,7504.83
7251.87,7522.39,7337.42,7220.76,7202.31,7189.16,12/9/19,7522.39
7067.74,7337.42,7220.76,7202.31,7189.16,7251.87,12/10/19,7337.42
7111.14,7220.76,7202.31,7189.16,7251.87,7067.74,12/11/19,7220.76
6879.54,7202.31,7189.16,7251.87,7067.74,7111.14,12/12/19,7202.31
6612.12,7189.16,7251.87,7067.74,7111.14,6879.54,12/13/19,7189.16
7284.29,7251.87,7067.74,7111.14,6879.54,6612.12,12/14/19,7251.87
7150.86,7067.74,7111.14,6879.54,6612.12,7284.29,12/15/19,7067.74
7190.17,7111.14,6879.54,6612.12,7284.29,7150.86,12/16/19,7111.14
7143.2,6879.54,6612.12,7284.29,7150.86,7190.17,12/17/19,6879.54
7514.41,6612.12,7284.29,7150.86,7190.17,7143.2,12/18/19,6612.12
7322.08,7284.29,7150.86,7190.17,7143.2,7514.41,12/19/19,7284.29
7250.69,7150.86,7190.17,7143.2,7514.41,7322.08,12/20/19,7150.86
7192.72,7190.17,7143.2,7514.41,7322.08,7250.69,12/21/19,7190.17
7194.4,7143.2,7514.41,7322.08,7250.69,7192.72,12/22/19,7143.2
7243.93,7514.41,7322.08,7250.69,7192.72,7194.4,12/23/19,7514.41
7301.07,7322.08,7250.69,7192.72,7194.4,7243.93,12/24/19,7322.08
7385.36,7250.69,7192.72,7194.4,7243.93,7301.07,12/25/19,7250.69
7219.6,7192.72,7194.4,7243.93,7301.07,7385.36,12/26/19,7192.72
7168.31,7194.4,7243.93,7301.07,7385.36,7219.6,12/27/19,7194.4
7175.68,7243.93,7301.07,7385.36,7219.6,7168.31,12/28/19,7243.93
6944.33,7301.07,7385.36,7219.6,7168.31,7175.68,12/29/19,7301.07
7326.35,7385.36,7219.6,7168.31,7175.68,6944.33,12/30/19,7385.36
7347.89,7219.6,7168.31,7175.68,6944.33,7326.35,12/31/19,7219.6
7351.57,7168.31,7175.68,6944.33,7326.35,7347.89,1/1/20,7168.31
7759.24,7175.68,6944.33,7326.35,7347.89,7351.57,1/2/20,7175.68
8165.47,6944.33,7326.35,7347.89,7351.57,7759.24,1/3/20,6944.33
8042.65,7326.35,7347.89,7351.57,7759.24,8165.47,1/4/20,7326.35
7817.92,7347.89,7351.57,7759.24,8165.47,8042.65,1/5/20,7347.89
8184.66,7351.57,7759.24,8165.47,8042.65,7817.92,1/6/20,7351.57
8021.49,7759.24,8165.47,8042.65,7817.92,8184.66,1/7/20,7759.24
8173.97,8165.47,8042.65,7817.92,8184.66,8021.49,1/8/20,8165.47
8105.24,8042.65,7817.92,8184.66,8021.49,8173.97,1/9/20,8042.65
8842.42,7817.92,8184.66,8021.49,8173.97,8105.24,1/10/20,7817.92
8813.89,8184.66,8021.49,8173.97,8105.24,8842.42,1/11/20,8184.66
8722.03,8021.49,8173.97,8105.24,8842.42,8813.89,1/12/20,8021.49
8900.34,8173.97,8105.24,8842.42,8813.89,8722.03,1/13/20,8173.97
8910.85,8105.24,8842.42,8813.89,8722.03,8900.34,1/14/20,8105.24
8703.36,8842.42,8813.89,8722.03,8900.34,8910.85,1/15/20,8842.42
8626.47,8813.89,8722.03,8900.34,8910.85,8703.36,1/16/20,8813.89
8722.26,8722.03,8900.34,8910.85,8703.36,8626.47,1/17/20,8722.03
8658.94,8900.34,8910.85,8703.36,8626.47,8722.26,1/18/20,8900.34
8388.11,8910.85,8703.36,8626.47,8722.26,8658.94,1/19/20,8910.85
8428.17,8703.36,8626.47,8722.26,8658.94,8388.11,1/20/20,8703.36
8327.36,8626.47,8722.26,8658.94,8388.11,8428.17,1/21/20,8626.47
8588.42,8722.26,8658.94,8388.11,8428.17,8327.36,1/22/20,8722.26
8895.78,8658.94,8388.11,8428.17,8327.36,8588.42,1/23/20,8658.94
9385.69,8388.11,8428.17,8327.36,8588.42,8895.78,1/24/20,8388.11
9279.81,8428.17,8327.36,8588.42,8895.78,9385.69,1/25/20,8428.17
9502.37,8327.36,8588.42,8895.78,9385.69,9279.81,1/26/20,8327.36
9333.77,8588.42,8895.78,9385.69,9279.81,9502.37,1/27/20,8588.42
9378.09,8895.78,9385.69,9279.81,9502.37,9333.77,1/28/20,8895.78
9314.56,9385.69,9279.81,9502.37,9333.77,9378.09,1/29/20,9385.69
9162.14,9279.81,9502.37,9333.77,9378.09,9314.56,1/30/20,9279.81
9162.14,9502.37,9333.77,9378.09,9314.56,9162.14,1/31/20,9502.37
9614.9,9333.77,9378.09,9314.56,9162.14,9162.14,2/1/20,9333.77
9755.66,9378.09,9314.56,9162.14,9162.14,9614.9,2/2/20,9378.09
9807.54,9314.56,9162.14,9162.14,9614.9,9755.66,2/3/20,9314.56
9907.12,9162.14,9162.14,9614.9,9755.66,9807.54,2/4/20,9162.14
10162.41,9162.14,9614.9,9755.66,9807.54,9907.12,2/5/20,9162.14
9854.79,9614.9,9755.66,9807.54,9907.12,10162.41,2/6/20,9614.9
10275.38,9755.66,9807.54,9907.12,10162.41,9854.79,2/7/20,9755.66
10354.3,9807.54,9907.12,10162.41,9854.79,10275.38,2/8/20,9807.54
10242.43,9907.12,10162.41,9854.79,10275.38,10354.3,2/9/20,9907.12
10368.53,10162.41,9854.79,10275.38,10354.3,10242.43,2/10/20,10162.41
9904.17,9854.79,10275.38,10354.3,10242.43,10368.53,2/11/20,9854.79
9937.67,10275.38,10354.3,10242.43,10368.53,9904.17,2/12/20,10275.38
9703.93,10354.3,10242.43,10368.53,9904.17,9937.67,2/13/20,10354.3
10180.65,10242.43,10368.53,9904.17,9937.67,9703.93,2/14/20,10242.43
9604.72,10368.53,9904.17,9937.67,9703.93,10180.65,2/15/20,10368.53
9606.86,9904.17,9937.67,9703.93,10180.65,9604.72,2/16/20,9904.17
9696.58,9937.67,9703.93,10180.65,9604.72,9606.86,2/17/20,9937.67
9669.63,9703.93,10180.65,9604.72,9606.86,9696.58,2/18/20,9703.93
9989.39,10180.65,9604.72,9606.86,9696.58,9669.63,2/19/20,10180.65
9663.75,9604.72,9606.86,9696.58,9669.63,9989.39,2/20/20,9604.72
9309.15,9606.86,9696.58,9669.63,9989.39,9663.75,2/21/20,9606.86
8785.52,9696.58,9669.63,9989.39,9663.75,9309.15,2/22/20,9696.58
8804.72,9669.63,9989.39,9663.75,9309.15,8785.52,2/23/20,9669.63
8712.35,9989.39,9663.75,9309.15,8785.52,8804.72,2/24/20,9989.39
8534.17,9663.75,9309.15,8785.52,8804.72,8712.35,2/25/20,9663.75
8912.82,9309.15,8785.52,8804.72,8712.35,8534.17,2/26/20,9309.15
8912.82,8785.52,8804.72,8712.35,8534.17,8912.82,2/27/20,8785.52
8754.34,8804.72,8712.35,8534.17,8912.82,8912.82,2/28/20,8804.72
8758.9,8712.35,8534.17,8912.82,8912.82,8754.34,2/29/20,8712.35
9067.39,8534.17,8912.82,8912.82,8754.34,8758.9,3/1/20,8534.17
9155.89,8912.82,8912.82,8754.34,8758.9,9067.39,3/2/20,8912.82
8898.63,8912.82,8754.34,8758.9,9067.39,9155.89,3/3/20,8912.82
8039.38,8754.34,8758.9,9067.39,9155.89,8898.63,3/4/20,8754.34
7931.94,8758.9,9067.39,9155.89,8898.63,8039.38,3/5/20,8758.9
7885.46,9067.39,9155.89,8898.63,8039.38,7931.94,3/6/20,9067.39
7936.65,9155.89,8898.63,8039.38,7931.94,7885.46,3/7/20,9155.89
4830.21,8898.63,8039.38,7931.94,7885.46,7936.65,3/8/20,8898.63
5609.03,8039.38,7931.94,7885.46,7936.65,4830.21,3/9/20,8039.38
5166.26,7931.94,7885.46,7936.65,4830.21,5609.03,3/10/20,7931.94
5348.44,7885.46,7936.65,4830.21,5609.03,5166.26,3/11/20,7885.46
5026.35,7936.65,4830.21,5609.03,5166.26,5348.44,3/12/20,7936.65
5357.61,4830.21,5609.03,5166.26,5348.44,5026.35,3/13/20,4830.21
5410.23,5609.03,5166.26,5348.44,5026.35,5357.61,3/14/20,5609.03
6195.2,5166.26,5348.44,5026.35,5357.61,5410.23,3/15/20,5166.26
6226.44,5348.44,5026.35,5357.61,5410.23,6195.2,3/16/20,5348.44
6189.85,5026.35,5357.61,5410.23,6195.2,6226.44,3/17/20,5026.35
5822.62,5357.61,5410.23,6195.2,6226.44,6189.85,3/18/20,5357.61
6502.16,5410.23,6195.2,6226.44,6189.85,5822.62,3/19/20,5410.23
6768.49,6195.2,6226.44,6189.85,5822.62,6502.16,3/20/20,6195.2
6698.46,6226.44,6189.85,5822.62,6502.16,6768.49,3/21/20,6226.44
6763.75,6189.85,5822.62,6502.16,6768.49,6698.46,3/22/20,6189.85
6369.09,5822.62,6502.16,6768.49,6698.46,6763.75,3/23/20,5822.62
6260.95,6502.16,6768.49,6698.46,6763.75,6369.09,3/24/20,6502.16
5885.41,6768.49,6698.46,6763.75,6369.09,6260.95,3/25/20,6768.49
6405.29,6698.46,6763.75,6369.09,6260.95,5885.41,3/26/20,6698.46
6428.28,6763.75,6369.09,6260.95,5885.41,6405.29,3/27/20,6763.75
6652.87,6369.09,6260.95,5885.41,6405.29,6428.28,3/28/20,6369.09
6809.11,6260.95,5885.41,6405.29,6428.28,6652.87,3/29/20,6260.95
6741.67,5885.41,6405.29,6428.28,6652.87,6809.11,3/30/20,5885.41
6871.69,6405.29,6428.28,6652.87,6809.11,6741.67,3/31/20,6405.29
6777.44,6428.28,6652.87,6809.11,6741.67,6871.69,4/1/20,6428.28
7343.2,6652.87,6809.11,6741.67,6871.69,6777.44,4/2/20,6652.87
7205.55,6809.11,6741.67,6871.69,6777.44,7343.2,4/3/20,6809.11
7365.03,6741.67,6871.69,6777.44,7343.2,7205.55,4/4/20,6741.67
7293.69,6871.69,6777.44,7343.2,7205.55,7365.03,4/5/20,6871.69
6873.24,6777.44,7343.2,7205.55,7365.03,7293.69,4/6/20,6777.44
6891.6,7343.2,7205.55,7365.03,7293.69,6873.24,4/7/20,7343.2
6915.37,7205.55,7365.03,7293.69,6873.24,6891.6,4/8/20,7205.55
6857.66,7365.03,7293.69,6873.24,6891.6,6915.37,4/9/20,7365.03
6871.95,7293.69,6873.24,6891.6,6915.37,6857.66,4/10/20,7293.69
6623.8,6873.24,6891.6,6915.37,6857.66,6871.95,4/11/20,6873.24
7112.27,6891.6,6915.37,6857.66,6871.95,6623.8,4/12/20,6891.6
7034.89,6915.37,6857.66,6871.95,6623.8,7112.27,4/13/20,6915.37
7259.36,6857.66,6871.95,6623.8,7112.27,7034.89,4/14/20,6857.66
7130.04,6871.95,6623.8,7112.27,7034.89,7259.36,4/15/20,6871.95
